equipment_names,equipment_urls
JHS Boss DS-1 Synth Deluxe Pedal,/items/jhs-boss-ds-1-synth-deluxe-pedal
JHS Colour Box Preamp Pedal,/items/jhs-colour-box-preamp-pedal
JHS Crayon Overdrive Pedal,/items/jhs-crayon-overdrive-pedal
"JHS Custom ""Bunrunner"" Fuzz",/items/jhs-custom-bunrunner-fuzz
JHS Double Barrel 2-in-1 Dual Overdrive Pedal,/items/jhs-double-barrel-2-in-1-dual-overdrive-pedal
JHS Emperor Chorus/Vibrato with Tap Tempo,/items/jhs-emperor-chorus-vibrato-with-tap-tempo
JHS Honey Comb Deluxe Dual Speed Tremolo Pedal,/items/jhs-honey-comb-deluxe-dual-speed-tremolo-pedal
JHS Little Black Buffer,/items/jhs-little-black-buffer
JHS Mini Bomb Boost,/items/jhs-mini-bomb-boost
JHS Mini Foot Fuzz Pedal,/items/jhs-mini-foot-fuzz-pedal
JHS Mini Tap Tempo,/items/jhs-mini-tap-tempo
JHS Modded Line 6 DL4 Delay Modulator,/items/jhs-modded-line-6-dl4-delay-modulator
JHS Morning Glory,/items/jhs-morning-glory
JHS Muffuletta 6-way Distortion Fuzz,/items/jhs-muffuletta-6-way-distortion-fuzz
JHS Panther Cub Delay,/items/jhs-panther-cub-delay
JHS Pedals Moonshine Overdrive,/items/jhs-pedals-moonshine-overdrive
JHS Pedals Morning Glory V4,/items/jhs-pedals-morning-glory-v4
JHS Pollinator 3-Knob Germanium Fuzz,/items/jhs-pollinator-3-knob-germanium-fuzz
JHS Prestige Buffer/Booster,/items/jhs-prestige-buffer-booster
JHS Pulp ‘n Peel Compressor,/items/jhs-pulp-n-peel-compressor
JHS Ruby Red RR (Butch Walker Signature),/items/jhs-ruby-red-rr-butch-walker-signature
JHS Silver Panther Delay,/items/jhs-silver-panther-delay
JHS SuperBolt,/items/jhs-superbolt
JHS SuperBolt V2,/items/jhs-superbolt-v2
JHS Sweet Tea,/items/jhs-sweet-tea
JHS Sweet Tea V2,/items/jhs-sweet-tea-v2
JHS The AT (Andy Timmons) Signature Channel Drive,/items/jhs-the-at-andy-timmons-signature-channel-drive
JHS The Calhoun V2,/items/jhs-the-calhoun-v2
JHS The Kilt Overdrive Boost,/items/jhs-the-kilt-overdrive-boost
JHS The Prestige,/items/jhs-the-prestige
JHS Twin Twelve Overdrive Pedal,/items/jhs-twin-twelve-overdrive-pedal
JHS Warble Tron,/items/jhs-warble-tron
JHS banana boost,/items/jhs-banana-boost
JHS charlie brown overdrive,/items/jhs-charlie-brown-overdrive
JMI Professional MKII Tone Bender,/items/jmi-professional-mkii-tone-bender
JMI Zonk Machine MK1,/items/jmi-zonk-machine-mk1
JOYO JF-16 Bypass Design Brithish Sound Guitar Effect Amplifier Simulator Pedal,/items/joyo-jf-16-bypass-design-brithish-sound-guitar-effect-amplifier-simulator-pedal
JOYO Power Supply 2 JP-02 Isolated Effect Pedal Multi Brick,/items/joyo-power-supply-2-jp-02-isolated-effect-pedal-multi-brick
Jack Deville Dark Echo,/items/jack-deville-dark-echo
Jackson Pro Series DK2 L,/items/jackson-pro-series-dk2-l
Jacques Fuseblower,/items/jacques-fuseblower
Jacques MS-2 Maistersinger Professional Chorus Pedal,/items/jacques-ms-2-maistersinger-professional-chorus-pedal
Jacques Overtube Vintage Pro Overdrive Effects Pedal,/items/jacques-overtube-vintage-pro-overdrive-effects-pedal
Jake Amps Big Foot,/items/jake-amps-big-foot
Jake Snider's Homemade Clean Boost Effects Pedal,/items/jake-snider-s-homemade-clean-boost-effects-pedal
Jam DanComp compressor,/items/jam-dancomp-compressor
Jam Pedals Boomster,/items/jam-pedals-boomster
Jam Pedals Fuzz Phrase Germanium Fuzz Pedal,/items/jam-pedals-fuzz-phrase-germanium-fuzz-pedal
Jam Pedals Rattler,/items/jam-pedals-rattler--2
Jam Pedals Red MucK,/items/jam-pedals-red-muck
Jam Pedals Retro Vibe,/items/jam-pedals-retro-vibe
Jam Pedals Wahcko,/items/jam-pedals-wahcko
Jam Pedals WaterFall Chorus & Vibrato Pedal,/items/jam-pedals-waterfall-chorus-vibrato-pedal
Janglebox Compression/Sustain (Silver),/items/janglebox-compression-sustain-silver
Jen Cry Baby Super Wah Pedal,/items/jen-cry-baby-super-wah-pedal
Jerry Jones Electric Sitar,/items/jerry-jones-electric-sitar
Jet City Amplification JCA20H 20W Tube Guitar Amp Head,/items/jet-city-amplification-jca20h-20w-tube-guitar-amp-head
Jetter GS 124,/items/jetter-gs-124
Jetter GS3 Overdrive Pedal,/items/jetter-gs3-overdrive-pedal
Jetter Gain Stage Overdrive Pedal,/items/jetter-gain-stage-overdrive-pedal
Jetter Gear Johnny A Overdrive Pedal,/items/jetter-gear-johnny-a-overdrive-pedal
Jetter Red Shift Overdrive,/items/jetter-red-shift-overdrive
Jim Dunlop British Invasion Cry Baby Wah Pedal,/items/jim-dunlop-british-invasion-cry-baby-wah-pedal
Jim Dunlop CBM95 Cry Baby Mini Wah,/items/jim-dunlop-cbm95-cry-baby-mini-wah
Jim Dunlop FFM6 Band Of Gypsy's Fuzz Face Mini,/items/jim-dunlop-ffm6-band-of-gypsy-s-fuzz-face-mini
Jim Dunlop GCB95 Original Crybaby Wah,/items/jim-dunlop-gcb95-original-crybaby-wah
Jimi Hendrix 70th Anniversary Tribute Series Fuzz Face Distortion,/items/jimi-hendrix-70th-anniversary-tribute-series-fuzz-face-distortion
Jimi Hendrix Fuzz Face Distortion Pedal,/items/jimi-hendrix-fuzz-face-distortion-pedal
Joe Bonamassa MXR FET Driver Pelham Blue Special Edition,/items/joe-bonamassa-mxr-fet-driver-pelham-blue-special-edition
Joe Gore Duh Remedial Fuzz,/items/joe-gore-duh-remedial-fuzz
Joe Gore Filth Fuzz,/items/joe-gore-filth-fuzz
Joe Gore Gross Distortion,/items/joe-gore-gross-distortion
Joemeek floorQ Optical Compressor Pedal,/items/joemeek-floorq-optical-compressor-pedal
Johnson J-12 Millinnium Foot Controller,/items/johnson-j-12-millinnium-foot-controller
Joyo JF-06 Vintage Phase,/items/joyo-jf-06-vintage-phase
Joyo Tremolo,/items/joyo-tremolo
KHDK Dark Blood Distortion,/items/khdk-dark-blood-distortion
KHDK Ghoul Screamer Effect Pedal,/items/khdk-ghoul-screamer-effect-pedal
KHKD n°1 Overdrive,/items/khkd-n-1-overdrive
KR MegaVibe,/items/kr-megavibe
KR Megavibe Vibrato Pedal,/items/kr-megavibe-vibrato-pedal
Keeler Pull Overdrive Pedal,/items/keeler-pull-overdrive-pedal
Keeley 4-Knob Compressor Pedal,/items/keeley-4-knob-compressor-pedal
Keeley C4 Compressor,/items/keeley-c4-compressor
Keeley Compressor 2-Knob Effect Pedal,/items/keeley-compressor-2-knob-effect-pedal
Keeley Dynatrem,/items/keeley-dynatrem
Keeley Electronics 6 Stage Phaser,/items/keeley-electronics-6-stage-phaser
Keeley Fuzz Head Effects Pedal,/items/keeley-fuzz-head-effects-pedal
Keeley Gold Star Reverb,/items/keeley-gold-star-reverb
Keeley Java Boost,/items/keeley-java-boost
Keeley KCPro Compressor Pro Guitar Effects Pedal,/items/keeley-kcpro-compressor-pro-guitar-effects-pedal
Keeley Katana Clean Boost Pedal,/items/keeley-katana-clean-boost-pedal
Keeley Katana Pre Amp Guitar Effect Pedal,/items/keeley-katana-pre-amp-guitar-effect-pedal
Keeley Luna Overdrive,/items/keeley-luna-overdrive
Keeley Magnetic Echo Delay,/items/keeley-magnetic-echo-delay
Keeley Modded Boss DD-3 Digital Delay Guitar Effects Pedal,/items/keeley-modded-boss-dd-3-digital-delay-guitar-effects-pedal
Keeley Modded Boss DS-1 Ultra Distortion Guitar Effects Pedal,/items/keeley-modded-boss-ds-1-ultra-distortion-guitar-effects-pedal
Keeley Modded Boss MT-2 Metal Zone,/items/keeley-modded-boss-mt-2-metal-zone
Keeley Modded Boss TR-2 with Volume Control Guitar Effects Pedal,/items/keeley-modded-boss-tr-2-with-volume-control-guitar-effects-pedal
Keeley Modded Ibanez AD9 Analog Delay with True Bypass Guitar Effects Pedal,/items/keeley-modded-ibanez-ad9-analog-delay-with-true-bypass-guitar-effects-pedal
Keeley Modded Ibanez TS9 Mod Plus Tube Screamer,/items/keeley-modded-ibanez-ts9-mod-plus-tube-screamer
Keeley Modded Ibanez TS9DX FLEXI 4x2 Tube Screamer Guitar Effects Pedal,/items/keeley-modded-ibanez-ts9dx-flexi-4x2-tube-screamer-guitar-effects-pedal
Keeley Nova Wah,/items/keeley-nova-wah
Keeley Nova Wah LE,/items/keeley-nova-wah-le
Keeley Seafoam Chorus Pedal,/items/keeley-seafoam-chorus-pedal
Keeley Time Machine Boost,/items/keeley-time-machine-boost
Keeley True Bypass Looper,/items/keeley-true-bypass-looper
Keeley Vibe-O-Verb Effects Pedal,/items/keeley-vibe-o-verb-effects-pedal
Keith McMillen 12 Step Foot Controller,/items/keith-mcmillen-12-step-foot-controller
Keith McMillen SoftStep 2,/items/keith-mcmillen-softstep-2
Kikusui PCR1000M Power Supply,/items/kikusui-pcr1000m-power-supply
King VOX Wah,/items/king-vox-wah
Kingsley Jester OD/Boost,/items/kingsley-jester-od-boost
Klemt Echolette NG51-S,/items/klemt-echolette-ng51-s
Klon Centaur Gold Horsie,/items/klon-centaur-gold-horsie
Klon Centaur Professional Overdrive Guitar Pedal,/items/klon-centaur-professional-overdrive-guitar-pedal
Klon KTR Centaur Overdrive,/items/klon-ktr-centaur-overdrive
Knight Audio Technologies KAT STB,/items/knight-audio-technologies-kat-stb
Korg A4 effects processor,/items/korg-a4-effects-processor
Korg CA-30 Chromatic Tuner,/items/korg-ca-30-chromatic-tuner
Korg Chromatic Tuner CA-1,/items/korg-chromatic-tuner-ca-1
Korg DT-1 Pro Digital Tuner,/items/korg-dt-1-pro-digital-tuner
Korg DT-10 Digital Pedal Tuner,/items/korg-dt-10-digital-pedal-tuner
Korg DT-10BK Digital Foot Pedal Tuner,/items/korg-dt-10bk-digital-foot-pedal-tuner
Korg DT-3 Tuner,/items/korg-dt-3-tuner
Korg DT-7 Tuner,/items/korg-dt-7-tuner
Korg DTR-1 Digital Tuner,/items/korg-dtr-1-digital-tuner
Korg DTR2000 Tuner,/items/korg-dtr2000-tuner
Korg FLG-1 Flanger,/items/korg-flg-1-flanger
Korg G4 Toneworks Rotary Speaker Simulator,/items/korg-g4-toneworks-rotary-speaker-simulator
Korg KVP-002,/items/korg-kvp-002
Korg Kaoss Pad KP1 Dynamic Effects Sampler,/items/korg-kaoss-pad-kp1-dynamic-effects-sampler
Korg Kronos X 88-key Music Workstation,/items/korg-kronos-x-88-key-music-workstation
Korg Miku Stomp,/items/korg-miku-stomp
Korg Nuvibe Vibrato Chorus Effector Pedal,/items/korg-nuvibe-vibrato-chorus-effector-pedal
Korg Pandora Mini,/items/korg-pandora-mini
Korg Pitchblack Chromatic Pedal Tuner,/items/korg-pitchblack-chromatic-pedal-tuner
Korg Pitchblack PRO,/items/korg-pitchblack-pro
Korg Pitchblack Poly,/items/korg-pitchblack-poly
Korg Pitchblack Poly Polyphonic Pedal Tuner PB03,/items/korg-pitchblack-poly-polyphonic-pedal-tuner-pb03
Korg Pitchclip Clip-On Tuner,/items/korg-pitchclip-clip-on-tuner
Korg SDD-3000 PEDAL,/items/korg-sdd-3000-pedal
Korg ToneWorks 411fx Super Multi FX,/items/korg-toneworks-411fx-super-multi-fx
Korg ToneWorks AX1000G,/items/korg-toneworks-ax1000g
Korg Toneworks DTR-2000,/items/korg-toneworks-dtr-2000
Korg XVP20 Stereo Volume and Expression Pedal,/items/korg-xvp20-stereo-volume-and-expression-pedal
Kyser Quick-Change Capo,/items/kyser-quick-change-capo
L.R. Baggs Session Acoustic DI,/items/l-r-baggs-session-acoustic-di
L.R. Baggs Venue DI Acoustic Guitar Preamp,/items/l-r-baggs-venue-di-acoustic-guitar-preamp
LEEM DC-9 Power Bank,/items/leem-dc-9-power-bank
La Sound Design PI 01,/items/la-sound-design-pi-01
Landscape Organic Drive & Booster,/items/landscape-organic-drive-booster
Landscape Organic Drive & Bosster,/items/landscape-organic-drive-bosster
Lastgasp Art Laboratories Gomorrah,/items/lastgasp-art-laboratories-gomorrah
Lastgasp Art Laboratories Tone Axe,/items/lastgasp-art-laboratories-tone-axe
Lastgasp Steroid overdrive,/items/lastgasp-steroid-overdrive
Lazy J Cruiser Deuce dual overdrive,/items/lazy-j-cruiser-deuce-dual-overdrive
Lead Foot ABY Switch,/items/lead-foot-aby-switch
Lehle 1@3 ABC Box,/items/lehle-1-3-abc-box
Lehle 1at3 SGoS Switcher Guitar Pedal,/items/lehle-1at3-sgos-switcher-guitar-pedal
Lehle 3@1 ABC Box,/items/lehle-3-1-abc-box
Lehle D.Loop SGoS,/items/lehle-d-loop-sgos
Lehle Dual A/B Switcher,/items/lehle-dual-a-b-switcher
Lehle Dual SGoS Amp Switcher,/items/lehle-dual-sgos-amp-switcher
Lehle Little Dual Amp Switcher Guitar Pedal,/items/lehle-little-dual-amp-switcher-guitar-pedal
Lehle Little Lehle II,/items/lehle-little-lehle-ii
Lehle Little Lehle True Bypass Effects Loop Switcher Guitar Pedal,/items/lehle-little-lehle-true-bypass-effects-loop-switcher-guitar-pedal
Lehle P-Split II,/items/lehle-p-split-ii
Levy's Woven Strap M8HTV-10,/items/levy-s-woven-strap-m8htv-10
Levy's Woven Strap M8HTV-11,/items/levy-s-woven-strap-m8htv-11
Lex Bos Superdrive,/items/lex-bos-superdrive
Lexicon MPX G2,/items/lexicon-mpx-g2
Lexicon Model 92 Delay Unit,/items/lexicon-model-92-delay-unit
Lexicon Prime Time Digital Delay model 93,/items/lexicon-prime-time-digital-delay-model-93
Line 6 Bass Pod xt Pro,/items/line-6-bass-pod-xt-pro
Line 6 DL4 Delay Modeler,/items/line-6-dl4-delay-modeler--2
Line 6 DL4 Delay Pedal,/items/line-6-dl4-delay-pedal
Line 6 DM4 Distortion Modeler,/items/line-6-dm4-distortion-modeler
Line 6 EX-1 Expression Pedal,/items/line-6-ex-1-expression-pedal
Line 6 FBV Shortboard,/items/line-6-fbv-shortboard
Line 6 FM4 Filter Modeler Guitar Effects Pedal,/items/line-6-fm4-filter-modeler-guitar-effects-pedal
Line 6 Helix Control,/items/line-6-helix-control
Line 6 Helix multi-effect processor,/items/line-6-helix-multi-effect-processor
Line 6 M13 Stompbox Modeler,/items/line-6-m13-stompbox-modeler
Line 6 M5 Stompbox Modeler Guitar Multi Effects Pedal,/items/line-6-m5-stompbox-modeler-guitar-multi-effects-pedal
Line 6 M9 Stompbox Modeler,/items/line-6-m9-stompbox-modeler
Line 6 MM4 Modulation Guitar Effects Pedal,/items/line-6-mm4-modulation-guitar-effects-pedal
Line 6 POD 2.0,/items/line-6-pod-2-0
Line 6 POD HD300,/items/line-6-pod-hd300
Line 6 POD HD500,/items/line-6-pod-hd500
Line 6 POD HD500X,/items/line-6-pod-hd500x
Line 6 POD X3 Live,/items/line-6-pod-x3-live
Line 6 POD XT,/items/line-6-pod-xt
Line 6 POD XT Live,/items/line-6-pod-xt-live
Line 6 Pod,/items/line-6-pod
Line 6 Pod (Original),/items/line-6-pod-original
Line 6 Pod X3,/items/line-6-pod-x3
Line 6 Relay G30 Digital Wireless Guitar System,/items/line-6-relay-g30-digital-wireless-guitar-system
Line 6 Relay G70,/items/line-6-relay-g70
Line 6 Roto-Machine,/items/line-6-roto-machine
Line 6 ToneCore Echo Park Delay Guitar Effects Pedal,/items/line-6-tonecore-echo-park-delay-guitar-effects-pedal
Line 6 ToneCore Verbzilla Guitar Effects Pedal,/items/line-6-tonecore-verbzilla-guitar-effects-pedal
Line 6 Tonecore Tap Tremolo,/items/line-6-tonecore-tap-tremolo
Line 6 Variax Cabled Power Kit,/items/line-6-variax-cabled-power-kit
Liquid-Foot Pro MIDI Controller,/items/liquid-foot-pro-midi-controller
Little Lanilei Reverb,/items/little-lanilei-reverb
Live Wire ADI Active DI Direct Box,/items/live-wire-adi-active-di-direct-box
Livewire ABY Switch,/items/livewire-aby-switch
LocoBox Cosmochorus Chorus Pedal,/items/locobox-cosmochorus-chorus-pedal
LocoBox FL-01 (Flanger),/items/locobox-fl-01-flanger
Loft 401 Parametric EQ,/items/loft-401-parametric-eq
Lone Wolf Audio Outsider,/items/lone-wolf-audio-outsider
Loopi Pedal 7 Channel True Bypass,/items/loopi-pedal-7-channel-true-bypass
Loud Button WTF,/items/loud-button-wtf
LovePedal Beardsman Bi Chorus,/items/lovepedal-beardsman-bi-chorus
LovePedal COT 50 Overdrive Pedal,/items/lovepedal-cot-50-overdrive-pedal
LovePedal Hermida Unimos Ruby Interactive Drive Pedal,/items/lovepedal-hermida-unimos-ruby-interactive-drive-pedal
Lovepedal AMP 50 Overdrive,/items/lovepedal-amp-50-overdrive
Lovepedal Amp Eleven Effects Pedal,/items/lovepedal-amp-eleven-effects-pedal
Lovepedal Eternity E6,/items/lovepedal-eternity-e6
Lovepedal Gen 5 Echo,/items/lovepedal-gen-5-echo
Lovepedal High Power Tweed Twin Overdrive,/items/lovepedal-high-power-tweed-twin-overdrive
Lovepedal Kalamazoo,/items/lovepedal-kalamazoo
Lovepedal Kalamazoo Overdrive Pedal Gold Limited Edition,/items/lovepedal-kalamazoo-overdrive-pedal-gold-limited-edition
Lovepedal Pickle Vibe,/items/lovepedal-pickle-vibe
Lovepedal Tchula,/items/lovepedal-tchula
Lovepedal Vibronaut Photocell Vibe Pedal,/items/lovepedal-vibronaut-photocell-vibe-pedal
Lovetone Big Cheese,/items/lovetone-big-cheese
Lovetone Brown Source,/items/lovetone-brown-source
Lovetone Doppelganger,/items/lovetone-doppelganger
Lovetone Meatball,/items/lovetone-meatball
Lovetone Ring Stinger,/items/lovetone-ring-stinger
Lovetone Wobulator,/items/lovetone-wobulator
Luck Duck Pedals 8 Bit Duck Bit Crusher,/items/luck-duck-pedals-8-bit-duck-bit-crusher
M-Audio EX-P Universal Expression Controller Pedal,/items/m-audio-ex-p-universal-expression-controller-pedal
M-Audio MTRACK Eight,/items/m-audio-mtrack-eight
M-Drive Amt,/items/m-drive-amt
MASF Pedals Raptio Glitch Delay,/items/masf-pedals-raptio-glitch-delay
MBS Evolution,/items/mbs-evolution
MBS Hummingverb V2,/items/mbs-hummingverb-v2
MBS Stone Cutter,/items/mbs-stone-cutter
MC-FX Super Fuzz Copy,/items/mc-fx-super-fuzz-copy
MG Mono Vibe,/items/mg-mono-vibe
MG Music - That's Echo Folks,/items/mg-music-that-s-echo-folks
MG Music Lexotone Fuzz,/items/mg-music-lexotone-fuzz
MI Audio Blues Pro,/items/mi-audio-blues-pro
MI Audio Crunch Box,/items/mi-audio-crunch-box
MI Audio Megalith Delta Effects Pedal,/items/mi-audio-megalith-delta-effects-pedal
MI Audio Pollyanna Octave Synth Fuzz,/items/mi-audio-pollyanna-octave-synth-fuzz
MI Audio Super Crunch Effects Pedal,/items/mi-audio-super-crunch-effects-pedal
MI Audio Tube Zone Overdrive Pedal,/items/mi-audio-tube-zone-overdrive-pedal
MIDI Solutions T8 8-output MIDI Thru Box,/items/midi-solutions-t8-8-output-midi-thru-box
MJM China Fuzz Effects Pedal,/items/mjm-china-fuzz-effects-pedal
MJM London Fuzz,/items/mjm-london-fuzz
MM-O3 Firefly Overdrive Guitar Effect Pedal,/items/mm-o3-firefly-overdrive-guitar-effect-pedal
MMM Pickup Truck Overdrive,/items/mmm-pickup-truck-overdrive
MWFX Judder,/items/mwfx-judder
MXR 10 Band Graphic EQ,/items/mxr-10-band-graphic-eq
MXR 6-Band Graphic Equalizer,/items/mxr-6-band-graphic-equalizer
MXR Analog Delay,/items/mxr-analog-delay
MXR Auto Q Envelope Filter M120,/items/mxr-auto-q-envelope-filter-m120
MXR Bass Octave M-88,/items/mxr-bass-octave-m-88
MXR CSP-026 Handwired 1974 Vintage Phase 90 Pedal,/items/mxr-csp-026-handwired-1974-vintage-phase-90-pedal
MXR CSP099 Phase 99,/items/mxr-csp099-phase-99
MXR CSP101SL Script Phase 90 with LED,/items/mxr-csp101sl-script-phase-90-with-led
MXR CSP233 Micro Amp Plus,/items/mxr-csp233-micro-amp-plus
MXR Carbon Copy Analog Delay,/items/mxr-carbon-copy-analog-delay
MXR Carbon Copy Bright Analog Delay,/items/mxr-carbon-copy-bright-analog-delay
MXR Classic Overdrive,/items/mxr-classic-overdrive
MXR Cry Baby KFK Q Zone,/items/mxr-cry-baby-kfk-q-zone
MXR Custom Audio Electronics MC-403 Power Distributor,/items/mxr-custom-audio-electronics-mc-403-power-distributor
MXR Custom Audio Electronics RS-10 MIDI Foot Controller,/items/mxr-custom-audio-electronics-rs-10-midi-foot-controller
MXR Custom Comp CSP202,/items/mxr-custom-comp-csp202
MXR Custom Shop CSP-101CL Script Logo Phase 90 with LED,/items/mxr-custom-shop-csp-101cl-script-logo-phase-90-with-led
MXR Custom Shop CSP028 Vintage Dyna Comp Compressor Guitar Effects Pedal,/items/mxr-custom-shop-csp028-vintage-dyna-comp-compressor-guitar-effects-pedal
MXR Custom Shop CSP105 Vintage '75 Phase 45 Phaser Guitar Effects Pedal,/items/mxr-custom-shop-csp105-vintage-75-phase-45-phaser-guitar-effects-pedal
MXR Custom Shop GT-OD Overdrive,/items/mxr-custom-shop-gt-od-overdrive
MXR Custom Shop Joe Bonamassa CSP265 FET Driver,/items/mxr-custom-shop-joe-bonamassa-csp265-fet-driver
MXR DC Brick™ Power Supply – M237,/items/mxr-dc-brick-power-supply-m237
MXR DD11 Dimebag Distortion Pedal,/items/mxr-dd11-dimebag-distortion-pedal
MXR Digital Delay Rack Mount,/items/mxr-digital-delay-rack-mount
MXR Distortion II,/items/mxr-distortion-ii
MXR Distortion III,/items/mxr-distortion-iii
MXR Distortion+ M104,/items/mxr-distortion-m104
MXR Dyna Comp Compressor M102,/items/mxr-dyna-comp-compressor-m102
MXR EP101 Echoplex Preamp,/items/mxr-ep101-echoplex-preamp
MXR EP103 Echoplex,/items/mxr-ep103-echoplex
MXR EVH 35th Anniversary Phase 90,/items/mxr-evh-35th-anniversary-phase-90
MXR EVH 5150 Overdrive,/items/mxr-evh-5150-overdrive
MXR EVH-117 EVH 35th Anniversary Flanger,/items/mxr-evh-117-evh-35th-anniversary-flanger
MXR EVH-117 Eddie Van Halen Flanger,/items/mxr-evh-117-eddie-van-halen-flanger
MXR EVH90 Phase 90 Pedal,/items/mxr-evh90-phase-90-pedal
MXR Fet Driver,/items/mxr-fet-driver
MXR Flanger Guitar Effects Pedal,/items/mxr-flanger-guitar-effects-pedal
MXR Fullbore® Metal – M116,/items/mxr-fullbore-metal-m116
MXR Fuzz Unit Jimi Hendrix System,/items/mxr-fuzz-unit-jimi-hendrix-system
MXR Il Torino Overdrive CSP033,/items/mxr-il-torino-overdrive-csp033
MXR Iso-Brick Power Supply,/items/mxr-iso-brick-power-supply
MXR KFK 10 Band EQ,/items/mxr-kfk-10-band-eq
MXR La Machine – CSP203,/items/mxr-la-machine-csp203
MXR Loop Selector,/items/mxr-loop-selector
MXR M-101 Phase 90 Pedal,/items/mxr-m-101-phase-90-pedal
MXR M-103 Blue Box,/items/mxr-m-103-blue-box
MXR M-104 Distortion + Guitar Pedal,/items/mxr-m-104-distortion-guitar-pedal
MXR M-107 Phase 100 Effects Pedal,/items/mxr-m-107-phase-100-effects-pedal
MXR M-108 Ten Band Graphic Equalizer Pedal,/items/mxr-m-108-ten-band-graphic-equalizer-pedal
MXR M-109 6-Band Graphic EQ,/items/mxr-m-109-6-band-graphic-eq
MXR M-117 flanger,/items/mxr-m-117-flanger
MXR M-132 Super Comp Compressor Pedal,/items/mxr-m-132-super-comp-compressor-pedal
MXR M-133 Micro Amp Pedal,/items/mxr-m-133-micro-amp-pedal
MXR M-151 Doubleshot Distortion Pedal,/items/mxr-m-151-doubleshot-distortion-pedal
MXR M-159 Stereo Tremolo Pan,/items/mxr-m-159-stereo-tremolo-pan
MXR M-161 Commando Phaser Pedal,/items/mxr-m-161-commando-phaser-pedal
MXR M-181 Bass Blowtorch,/items/mxr-m-181-bass-blowtorch
MXR M-205 Stereo Chorus Pedal,/items/mxr-m-205-stereo-chorus-pedal
MXR M-234 Analog Chorus,/items/mxr-m-234-analog-chorus
MXR M-83 Bass Chorus Deluxe,/items/mxr-m-83-bass-chorus-deluxe
MXR M134 Stereo Chorus,/items/mxr-m134-stereo-chorus
MXR M135 Smart Gate Noise Gate,/items/mxr-m135-smart-gate-noise-gate
MXR M169 Carbon Copy Analog Delay,/items/mxr-m169-carbon-copy-analog-delay
MXR M173 Classic 108 Fuzz Pedal,/items/mxr-m173-classic-108-fuzz-pedal
MXR M193 GT-OD,/items/mxr-m193-gt-od
MXR M195 Noise Clamp,/items/mxr-m195-noise-clamp
MXR M222 Talk Box,/items/mxr-m222-talk-box
MXR M288 Bass Octave Deluxe Effects Pedal,/items/mxr-m288-bass-octave-deluxe-effects-pedal
MXR M66S Classic Overdrive Guitar Effects Pedal,/items/mxr-m66s-classic-overdrive-guitar-effects-pedal
MXR M69 Prime Distortion,/items/mxr-m69-prime-distortion
MXR M77 Custom Badass Modified OD,/items/mxr-m77-custom-badass-modified-od
MXR M78 Custom Badass '78 Distortion Pedal,/items/mxr-m78-custom-badass-78-distortion-pedal
MXR M80 Bass DI+,/items/mxr-m80-bass-di
MXR M82 Bass Envelope Filter,/items/mxr-m82-bass-envelope-filter
MXR M87 Bass Compressor Bass Effects Pedal,/items/mxr-m87-bass-compressor-bass-effects-pedal
MXR MC-402 Boost/Overdrive Pedal,/items/mxr-mc-402-boost-overdrive-pedal
MXR MC401 Boost/Line Driver,/items/mxr-mc401-boost-line-driver
MXR MC404 CAE Wah,/items/mxr-mc404-cae-wah
MXR MC406 CAE Buffer Pedal,/items/mxr-mc406-cae-buffer-pedal
MXR Micro Chorus M148,/items/mxr-micro-chorus-m148
MXR Micro Flanger – M152,/items/mxr-micro-flanger-m152
MXR Orange Phase 90,/items/mxr-orange-phase-90
MXR Phase 100 Script Logo Vintage,/items/mxr-phase-100-script-logo-vintage
MXR Phase 95 Mini Phaser,/items/mxr-phase-95-mini-phaser
MXR Reverb M300,/items/mxr-reverb-m300
MXR Slash Octave Fuzz SF01,/items/mxr-slash-octave-fuzz-sf01
MXR Smart Gate Noise Gate,/items/mxr-smart-gate-noise-gate
MXR Smart Gate® Pro M235,/items/mxr-smart-gate-pro-m235
MXR Sub Machine Octave Fuzz,/items/mxr-sub-machine-octave-fuzz
MXR Super Badass Distortion M75,/items/mxr-super-badass-distortion-m75
MXR Tap Tempo Switch M199,/items/mxr-tap-tempo-switch-m199
MXR Ten Band EQ M108S,/items/mxr-ten-band-eq-m108s
MXR Uni-Vibe,/items/mxr-uni-vibe
MXR ZW38 Black Label Chorus,/items/mxr-zw38-black-label-chorus
MXR ZW44 Berzerker Overdrive,/items/mxr-zw44-berzerker-overdrive
MXR ZW90 Wylde Phase Pedal,/items/mxr-zw90-wylde-phase-pedal
MXR distortion + (late seventies model),/items/mxr-distortion-late-seventies-model
Machsonic Thrust Drive,/items/machsonic-thrust-drive
Mad Professor Deep Blue Delay Pedal,/items/mad-professor-deep-blue-delay-pedal
Mad Professor Forest Green Compressor,/items/mad-professor-forest-green-compressor
Mad Professor Little Green Wonder HW,/items/mad-professor-little-green-wonder-hw
Mad Professor Royal Blue Overdrive,/items/mad-professor-royal-blue-overdrive
Mad Professor Simble,/items/mad-professor-simble
Mad Professor Sweet Honey Overdrive,/items/mad-professor-sweet-honey-overdrive
Mad Professor Tiny Orange Phaser Guitar Pedal,/items/mad-professor-tiny-orange-phaser-guitar-pedal
Maestro Bass Brassmaster,/items/maestro-bass-brassmaster
Maestro Boomerang Volume/wah pedal,/items/maestro-boomerang-volume-wah-pedal
Maestro Echoplex,/items/maestro-echoplex
